beverage,year,month,quantity
Sprite 500ml,2021,10,5.761778882639039e-10
Sprite 500ml,2021,11,7.091599034655839e-10
Sprite 500ml,2021,12,0.0
Sprite 500ml,2022,1,0.0
Sprite 500ml,2022,2,0.0
Sprite 500ml,2022,3,1.2058007403236183e-16
Sprite 500ml,2022,4,2.379471147467194e-16
Sprite 500ml,2022,5,0.0
Sprite 500ml,2022,6,1.2109798472654934e-18
Sprite 500ml,2022,7,1.348680135477364e-16
Sprite 500ml,2022,8,2.7783398046473673e-08
Sprite 500ml,2022,9,0.0
Sprite 500ml,2022,10,6.560123683505003e-17
Sprite 500ml,2022,11,0.0
Sprite 500ml,2022,12,2.7697667575518643e-17
Zero Sprite 500ml,2021,1,13.951544064154085
Zero Sprite 500ml,2021,2,0.16197256801153612
Zero Sprite 500ml,2021,3,0.8376710040981998
Zero Sprite 500ml,2021,4,2.316821846134315
Zero Sprite 500ml,2021,5,3.793787453854178
Zero Sprite 500ml,2021,6,14.888752675022983
Zero Sprite 500ml,2021,7,0.0
Zero Sprite 500ml,2021,8,8.677423306867514
Zero Sprite 500ml,2021,9,0.0
Zero Sprite 500ml,2021,10,9.853447981888385
Zero Sprite 500ml,2021,11,2.6848633309070897
Zero Sprite 500ml,2021,12,1.748947967043349
Zero Sprite 500ml,2022,1,7.307223143418496
Zero Sprite 500ml,2022,2,1.5393989814613
Zero Sprite 500ml,2022,3,1.770512377468939
Zero Sprite 500ml,2022,4,1.7164262639551024
Zero Sprite 500ml,2022,5,3.284855040197378
Zero Sprite 500ml,2022,6,7.044019136571168
Zero Sprite 500ml,2022,7,0.0
Zero Sprite 500ml,2022,8,4.6400067535959915
Zero Sprite 500ml,2022,9,6.040500734043253e-07
Zero Sprite 500ml,2022,10,4.522651349038839
Zero Sprite 500ml,2022,11,2.0961037991900526
Zero Sprite 500ml,2022,12,2.43693234760342
sprite lite,2021,1,0.0
sprite lite,2021,2,0.0
sprite lite,2021,3,0.0
sprite lite,2021,4,66.83926853965966
sprite lite,2021,5,4.029898294880825
sprite lite,2021,6,0.0
sprite lite,2021,7,0.0
sprite lite,2021,8,0.0
sprite lite,2021,9,0.0
sprite lite,2021,10,44.18483494268226
sprite lite,2021,11,9.495472403960738
sprite lite,2021,12,7.946526982940335
