beverage,year,month,quantity
Grapefruit 500ml,2021,5,3.8453831747635228
Grapefruit 500ml,2021,6,3.579736029365504
Grapefruit 500ml,2021,7,0.0
Grapefruit 500ml,2021,8,1.7198517518499203
Grapefruit 500ml,2021,9,4.408692934757546
Grapefruit 500ml,2021,10,0.0
Grapefruit 500ml,2021,11,0.0
Grapefruit 500ml,2021,12,4.577579285801355
Grapefruit 500ml,2022,1,0.35634100135109487
Grapefruit 500ml,2022,2,0.0
Grapefruit 500ml,2022,3,3.468297781114812
Grapefruit 500ml,2022,4,0.0
Grapefruit 500ml,2022,5,2.368923887695912
Grapefruit 500ml,2022,6,2.5092749941659362
Grapefruit 500ml,2022,7,0.06783639148933358
Grapefruit 500ml,2022,8,0.8802736813804483
Grapefruit 500ml,2022,9,2.671043179821154
Grapefruit 500ml,2022,10,0.0
Grapefruit 500ml,2022,11,0.6518579459322218
Grapefruit 500ml,2022,12,1.6370383751147075
Sprite 500ml,2021,1,1.694107640870333e-09
Sprite 500ml,2021,2,5.919736412732347e-10
Sprite 500ml,2021,3,0.0
Sprite 500ml,2021,4,1.318811422799542e-09
Sprite 500ml,2021,5,0.0
Sprite 500ml,2021,6,7.85108347613263e-12
Sprite 500ml,2021,7,0.0
Sprite 500ml,2021,8,8.223528793840295e-08
Sprite 500ml,2021,9,2.991154593956092e-09
Sprite 500ml,2021,10,1.6907516009901672e-08
Sprite 500ml,2021,11,0.0
Sprite 500ml,2021,12,0.0
Sprite 500ml,2022,1,0.0
Sprite 500ml,2022,2,0.0
Sprite 500ml,2022,3,0.0
Sprite 500ml,2022,4,1.1567328778453362e-09
Sprite 500ml,2022,5,0.0
Sprite 500ml,2022,6,0.0
Sprite 500ml,2022,7,0.0
Sprite 500ml,2022,8,9.553991202294134e-08
Sprite 500ml,2022,9,5.904071640777538e-09
Sprite 500ml,2022,10,1.9471624005755033e-08
Sprite 500ml,2022,11,0.0
Sprite 500ml,2022,12,0.0
Zero Sprite 500ml,2021,1,42.827680324619394
Zero Sprite 500ml,2021,2,0.0
Zero Sprite 500ml,2021,3,22.944497344410653
Zero Sprite 500ml,2021,4,0.0
Zero Sprite 500ml,2021,5,0.0
Zero Sprite 500ml,2021,6,27.081677316601503
Zero Sprite 500ml,2021,7,0.0
Zero Sprite 500ml,2021,8,0.0
Zero Sprite 500ml,2021,9,79.17903669775153
Zero Sprite 500ml,2021,10,0.0
Zero Sprite 500ml,2021,11,0.0
Zero Sprite 500ml,2021,12,0.0
Zero Sprite 500ml,2022,1,27.157549650616044
Zero Sprite 500ml,2022,2,0.0
Zero Sprite 500ml,2022,3,8.545121173845557
Zero Sprite 500ml,2022,4,0.0
Zero Sprite 500ml,2022,5,0.0
Zero Sprite 500ml,2022,6,4.22854667814336
Zero Sprite 500ml,2022,7,0.0
Zero Sprite 500ml,2022,8,0.0
Zero Sprite 500ml,2022,9,40.840424019997414
Zero Sprite 500ml,2022,10,0.0
Zero Sprite 500ml,2022,11,0.0
Zero Sprite 500ml,2022,12,0.0
sprite lite,2021,1,0.0
sprite lite,2021,2,0.0
sprite lite,2021,3,62.013220826713464
sprite lite,2021,4,0.0
sprite lite,2021,5,1.1652443573325264
sprite lite,2021,6,0.0
sprite lite,2021,7,0.0
sprite lite,2021,8,56.2239697942853
sprite lite,2021,9,0.0
sprite lite,2021,10,4.7722330640721875
sprite lite,2021,11,7.31854923383028
sprite lite,2021,12,6.051123126332076
sprite lite,2022,1,0.0
sprite lite,2022,2,0.0
sprite lite,2022,3,48.77138042462848
sprite lite,2022,4,0.0
sprite lite,2022,5,2.319765332075657
sprite lite,2022,6,0.7341538941225272
sprite lite,2022,7,2.134320465208783
sprite lite,2022,8,40.58525045718853
sprite lite,2022,9,0.0
sprite lite,2022,10,4.1243535236984705
sprite lite,2022,11,7.614450510543517
sprite lite,2022,12,6.5487635242835305
